rank	lexeme_id	cell	system	policy	expected_expanded	expected_printed	source_id	passage	provenance	decision	review_reason
1362	synodal:pronoun:v06-7cb9fbdd604c5a70	pronoun:locative:dual:masculine:third:inanimate	pronoun	strict	нею	нею̀	ponomar-elizabeth-bible-2026-08-09	Acts.3.5	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:dual:feminine:third:animate,pronoun:genitive:dual:feminine:third:inanimate,pronoun:genitive:dual:masculine:third:animate,pronoun:genitive:dual:masculine:third:inanimate,pronoun:locative:dual:feminine:third:animate,pronoun:locative:dual:feminine:third:inanimate,pronoun:locative:dual:masculine:third:animate,pronoun:locative:dual:masculine:third:inanimate,pronoun:locative:singular:feminine:third:animate,pronoun:locative:singular:feminine:third:inanimate
1363	synodal:pronoun:v06-7cb9fbdd604c5a70	pronoun:locative:singular:feminine:third:animate	pronoun	strict	нею	нею̀	ponomar-elizabeth-bible-2026-08-09	Acts.3.5	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:dual:feminine:third:animate,pronoun:genitive:dual:feminine:third:inanimate,pronoun:genitive:dual:masculine:third:animate,pronoun:genitive:dual:masculine:third:inanimate,pronoun:locative:dual:feminine:third:animate,pronoun:locative:dual:feminine:third:inanimate,pronoun:locative:dual:masculine:third:animate,pronoun:locative:dual:masculine:third:inanimate,pronoun:locative:singular:feminine:third:animate,pronoun:locative:singular:feminine:third:inanimate
1364	synodal:pronoun:v06-7cb9fbdd604c5a70	pronoun:locative:singular:feminine:third:inanimate	pronoun	strict	нею	нею̀	ponomar-elizabeth-bible-2026-08-09	Acts.3.5	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:dual:feminine:third:animate,pronoun:genitive:dual:feminine:third:inanimate,pronoun:genitive:dual:masculine:third:animate,pronoun:genitive:dual:masculine:third:inanimate,pronoun:locative:dual:feminine:third:animate,pronoun:locative:dual:feminine:third:inanimate,pronoun:locative:dual:masculine:third:animate,pronoun:locative:dual:masculine:third:inanimate,pronoun:locative:singular:feminine:third:animate,pronoun:locative:singular:feminine:third:inanimate
1365	synodal:pronoun:v06-a6e60a3f60e607cb	pronoun:genitive:singular:neuter:none:animate	pronoun	strict	чесѡ	чесѡ̀	ponomar-elizabeth-bible-2026-08-09	Acts.19.32	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
1366	synodal:pronoun:v06-a6e60a3f60e607cb	pronoun:genitive:singular:neuter:none:inanimate	pronoun	strict	чесѡ	чесѡ̀	ponomar-elizabeth-bible-2026-08-09	Acts.19.32	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
1367	synodal:pronoun:v06-nichtozhe	pronoun:nominative:singular:any:none:animate	pronoun	strict	ничтоже	ничто́же	ponomar-elizabeth-bible-2026-08-09	Acts.21.25	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
1368	synodal:pronoun:v06-nichtozhe	pronoun:nominative:singular:any:none:inanimate	pronoun	strict	ничтоже	ничто́же	ponomar-elizabeth-bible-2026-08-09	Acts.21.25	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
1369	synodal:pronoun:v06-niktozhe	pronoun:nominative:singular:any:none:animate	pronoun	strict	никтоже	никто́же	ponomar-elizabeth-bible-2026-08-09	Apoc.14.3	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
1370	synodal:pronoun:v06-niktozhe	pronoun:nominative:singular:any:none:inanimate	pronoun	strict	никтоже	никто́же	ponomar-elizabeth-bible-2026-08-09	Apoc.14.3	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
1371	synodal:pronoun:vash	pronoun:accusative:dual:feminine:none:inanimate	pronoun	strict	ваши	ва́ши	ponomar-elizabeth-bible-2026-08-09	Deut.29.10	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:dual:feminine:none:inanimate,pronoun:accusative:dual:neuter:none:inanimate,pronoun:nominative:dual:feminine:none:animate,pronoun:nominative:dual:feminine:none:inanimate,pronoun:nominative:dual:neuter:none:animate,pronoun:nominative:dual:neuter:none:inanimate,pronoun:nominative:plural:masculine:none:animate,pronoun:nominative:plural:masculine:none:inanimate
1372	synodal:pronoun:vash	pronoun:accusative:dual:masculine:none:inanimate	pronoun	strict	ваша	ва̑ша	ponomar-elizabeth-bible-2026-08-09	Deut.1.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:dual:masculine:none:inanimate,pronoun:accusative:plural:neuter:none:inanimate,pronoun:nominative:dual:masculine:none:animate,pronoun:nominative:dual:masculine:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
1373	synodal:pronoun:vash	pronoun:accusative:dual:neuter:none:inanimate	pronoun	strict	ваши	ва́ши	ponomar-elizabeth-bible-2026-08-09	Deut.29.10	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:dual:feminine:none:inanimate,pronoun:accusative:dual:neuter:none:inanimate,pronoun:nominative:dual:feminine:none:animate,pronoun:nominative:dual:feminine:none:inanimate,pronoun:nominative:dual:neuter:none:animate,pronoun:nominative:dual:neuter:none:inanimate,pronoun:nominative:plural:masculine:none:animate,pronoun:nominative:plural:masculine:none:inanimate
1374	synodal:pronoun:vash	pronoun:accusative:plural:feminine:none:animate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1375	synodal:pronoun:vash	pronoun:accusative:plural:feminine:none:inanimate	pronoun	strict	вашѧ	ва́шѧ	ponomar-elizabeth-bible-2026-08-09	Amos.3.2	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:inanimate,pronoun:accusative:plural:masculine:none:inanimate,pronoun:nominative:plural:feminine:none:animate,pronoun:nominative:plural:feminine:none:inanimate
1376	synodal:pronoun:vash	pronoun:accusative:plural:masculine:none:animate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1377	synodal:pronoun:vash	pronoun:accusative:plural:masculine:none:inanimate	pronoun	strict	вашѧ	ва́шѧ	ponomar-elizabeth-bible-2026-08-09	Amos.3.2	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:inanimate,pronoun:accusative:plural:masculine:none:inanimate,pronoun:nominative:plural:feminine:none:animate,pronoun:nominative:plural:feminine:none:inanimate
1378	synodal:pronoun:vash	pronoun:accusative:plural:neuter:none:inanimate	pronoun	strict	ваша	ва̑ша	ponomar-elizabeth-bible-2026-08-09	Deut.1.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:dual:masculine:none:inanimate,pronoun:accusative:plural:neuter:none:inanimate,pronoun:nominative:dual:masculine:none:animate,pronoun:nominative:dual:masculine:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
1379	synodal:pronoun:vash	pronoun:accusative:singular:feminine:none:animate	pronoun	strict	вашꙋ	ва́шꙋ	ponomar-elizabeth-bible-2026-08-09	Deut.11.18	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:feminine:none:animate,pronoun:accusative:singular:feminine:none:inanimate
1380	synodal:pronoun:vash	pronoun:accusative:singular:feminine:none:inanimate	pronoun	strict	вашꙋ	ва́шꙋ	ponomar-elizabeth-bible-2026-08-09	Deut.11.18	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:feminine:none:animate,pronoun:accusative:singular:feminine:none:inanimate
1381	synodal:pronoun:vash	pronoun:accusative:singular:masculine:none:animate	pronoun	strict	вашего	ва́шего	ponomar-elizabeth-bible-2026-08-09	Deut.13.3	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
1382	synodal:pronoun:vash	pronoun:accusative:singular:masculine:none:inanimate	pronoun	strict	вашъ	ва́шъ	ponomar-elizabeth-bible-2026-08-09	Col.3.3	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:masculine:none:inanimate,pronoun:nominative:singular:masculine:none:animate,pronoun:nominative:singular:masculine:none:inanimate
1383	synodal:pronoun:vash	pronoun:accusative:singular:neuter:none:animate	pronoun	strict	ваше	ва́ше	ponomar-elizabeth-bible-2026-08-09	III_Esdra.14.34	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:neuter:none:animate,pronoun:accusative:singular:neuter:none:inanimate,pronoun:nominative:singular:neuter:none:animate,pronoun:nominative:singular:neuter:none:inanimate
1384	synodal:pronoun:vash	pronoun:accusative:singular:neuter:none:inanimate	pronoun	strict	ваше	ва́ше	ponomar-elizabeth-bible-2026-08-09	III_Esdra.14.34	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:neuter:none:animate,pronoun:accusative:singular:neuter:none:inanimate,pronoun:nominative:singular:neuter:none:animate,pronoun:nominative:singular:neuter:none:inanimate
1385	synodal:pronoun:vash	pronoun:dative:dual:feminine:none:animate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1386	synodal:pronoun:vash	pronoun:dative:dual:feminine:none:inanimate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1387	synodal:pronoun:vash	pronoun:dative:dual:masculine:none:animate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1388	synodal:pronoun:vash	pronoun:dative:dual:masculine:none:inanimate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1389	synodal:pronoun:vash	pronoun:dative:dual:neuter:none:animate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1390	synodal:pronoun:vash	pronoun:dative:dual:neuter:none:inanimate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1391	synodal:pronoun:vash	pronoun:dative:plural:feminine:none:animate	pronoun	strict	вашымъ	ва́шымъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
1392	synodal:pronoun:vash	pronoun:dative:plural:feminine:none:inanimate	pronoun	strict	вашымъ	ва́шымъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
1393	synodal:pronoun:vash	pronoun:dative:plural:masculine:none:animate	pronoun	strict	вашымъ	ва́шымъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
1394	synodal:pronoun:vash	pronoun:dative:plural:masculine:none:inanimate	pronoun	strict	вашымъ	ва́шымъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
1395	synodal:pronoun:vash	pronoun:dative:plural:neuter:none:animate	pronoun	strict	вашымъ	ва́шымъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
1396	synodal:pronoun:vash	pronoun:dative:plural:neuter:none:inanimate	pronoun	strict	вашымъ	ва́шымъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
1397	synodal:pronoun:vash	pronoun:dative:singular:feminine:none:animate	pronoun	strict	вашей	ва́шей	ponomar-elizabeth-bible-2026-08-09	Ezek.37.14	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:feminine:none:animate,pronoun:dative:singular:feminine:none:inanimate,pronoun:locative:singular:feminine:none:animate,pronoun:locative:singular:feminine:none:inanimate
1398	synodal:pronoun:vash	pronoun:dative:singular:feminine:none:inanimate	pronoun	strict	вашей	ва́шей	ponomar-elizabeth-bible-2026-08-09	Ezek.37.14	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:feminine:none:animate,pronoun:dative:singular:feminine:none:inanimate,pronoun:locative:singular:feminine:none:animate,pronoun:locative:singular:feminine:none:inanimate
1399	synodal:pronoun:vash	pronoun:dative:singular:masculine:none:animate	pronoun	strict	вашемꙋ	ва́шемꙋ	ponomar-elizabeth-bible-2026-08-09	Deut.12.4	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:masculine:none:animate,pronoun:dative:singular:masculine:none:inanimate,pronoun:dative:singular:neuter:none:animate,pronoun:dative:singular:neuter:none:inanimate
1400	synodal:pronoun:vash	pronoun:dative:singular:masculine:none:inanimate	pronoun	strict	вашемꙋ	ва́шемꙋ	ponomar-elizabeth-bible-2026-08-09	Deut.12.4	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:masculine:none:animate,pronoun:dative:singular:masculine:none:inanimate,pronoun:dative:singular:neuter:none:animate,pronoun:dative:singular:neuter:none:inanimate
1401	synodal:pronoun:vash	pronoun:dative:singular:neuter:none:animate	pronoun	strict	вашемꙋ	ва́шемꙋ	ponomar-elizabeth-bible-2026-08-09	Deut.12.4	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:masculine:none:animate,pronoun:dative:singular:masculine:none:inanimate,pronoun:dative:singular:neuter:none:animate,pronoun:dative:singular:neuter:none:inanimate
1402	synodal:pronoun:vash	pronoun:dative:singular:neuter:none:inanimate	pronoun	strict	вашемꙋ	ва́шемꙋ	ponomar-elizabeth-bible-2026-08-09	Deut.12.4	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:masculine:none:animate,pronoun:dative:singular:masculine:none:inanimate,pronoun:dative:singular:neuter:none:animate,pronoun:dative:singular:neuter:none:inanimate
1403	synodal:pronoun:vash	pronoun:genitive:plural:feminine:none:animate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1404	synodal:pronoun:vash	pronoun:genitive:plural:feminine:none:inanimate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1405	synodal:pronoun:vash	pronoun:genitive:plural:masculine:none:animate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1406	synodal:pronoun:vash	pronoun:genitive:plural:masculine:none:inanimate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1407	synodal:pronoun:vash	pronoun:genitive:plural:neuter:none:animate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1408	synodal:pronoun:vash	pronoun:genitive:plural:neuter:none:inanimate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1409	synodal:pronoun:vash	pronoun:genitive:singular:feminine:none:animate	pronoun	strict	вашеѧ	ва́шеѧ	ponomar-elizabeth-bible-2026-08-09	Deut.2.4	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:feminine:none:animate,pronoun:genitive:singular:feminine:none:inanimate
1410	synodal:pronoun:vash	pronoun:genitive:singular:feminine:none:inanimate	pronoun	strict	вашеѧ	ва́шеѧ	ponomar-elizabeth-bible-2026-08-09	Deut.2.4	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:feminine:none:animate,pronoun:genitive:singular:feminine:none:inanimate
1411	synodal:pronoun:vash	pronoun:genitive:singular:masculine:none:inanimate	pronoun	strict	вашегѡ	ва́шегѡ	ponomar-elizabeth-bible-2026-08-09	Deut.28.62	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:masculine:none:inanimate,pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
1412	synodal:pronoun:vash	pronoun:genitive:singular:neuter:none:animate	pronoun	strict	вашегѡ	ва́шегѡ	ponomar-elizabeth-bible-2026-08-09	Deut.28.62	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:masculine:none:inanimate,pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
1413	synodal:pronoun:vash	pronoun:genitive:singular:neuter:none:inanimate	pronoun	strict	вашегѡ	ва́шегѡ	ponomar-elizabeth-bible-2026-08-09	Deut.28.62	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:masculine:none:inanimate,pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
