normalized_type	corpus_frequency	selector
цр҃квей	16	sha256-mod-20
црⷭ҇твѣ	2	sha256-mod-20
цѣвница	2	sha256-mod-20
цѣлити	12	sha256-mod-20
цѣломꙋдрствовати	2	sha256-mod-20
цѣлость	2	sha256-mod-20
цѣлѧ	2	sha256-mod-20
цѣною	24	sha256-mod-20
чаетсѧ	2	sha256-mod-20
чародѣѧнїихъ	2	sha256-mod-20
частаѧ	2	sha256-mod-20
частїю	2	sha256-mod-20
чашицы	6	sha256-mod-20
человѣцѣ	13	sha256-mod-20
человѣческаго	8	sha256-mod-20
человѣческимъ	21	sha256-mod-20
челѣхъ	12	sha256-mod-20
червленица	4	sha256-mod-20
червленцемъ	2	sha256-mod-20
чествꙋющїи	2	sha256-mod-20
честнѣ	4	sha256-mod-20
четвертосотное	2	sha256-mod-20
четвертꙋю	24	sha256-mod-20
четыредесѧтное	2	sha256-mod-20
четыренадесѧть	40	sha256-mod-20
чиноположєна	2	sha256-mod-20
чистїи	2	sha256-mod-20
чреды	10	sha256-mod-20
чте	2	sha256-mod-20
чтⷭ҇нꙋ	2	sha256-mod-20
чєсти	2	sha256-mod-20
чꙋднагѡ	2	sha256-mod-20
шары	4	sha256-mod-20
шатанїе	2	sha256-mod-20
шатрѣхъ	2	sha256-mod-20
шептахꙋ	2	sha256-mod-20
шетьдесѧтъ	1	sha256-mod-20
шꙋма	18	sha256-mod-20
шꙋмѧщею	2	sha256-mod-20
южнꙋю	8	sha256-mod-20
юницы	46	sha256-mod-20
юношами	4	sha256-mod-20
юношей	8	sha256-mod-20
юный	8	sha256-mod-20
юхꙋ	6	sha256-mod-20
євилмеродахъ	2	sha256-mod-20
євреанынѧмъ	2	sha256-mod-20
єврейскими	2	sha256-mod-20
єврейстѣ	2	sha256-mod-20
єврєйскимъ	2	sha256-mod-20
єглѡма	2	sha256-mod-20
єгѵпєтскимъ	2	sha256-mod-20
єдинолѣтна	41	sha256-mod-20
єдинолѣтно	4	sha256-mod-20
єдинородный	4	sha256-mod-20
єдинорѡжь	1	sha256-mod-20
єдиности	1	sha256-mod-20
єдинїи	2	sha256-mod-20
єдинꙋ	185	sha256-mod-20
єдѡмскимъ	2	sha256-mod-20
єланасѳана	2	sha256-mod-20
єлдаевъ	2	sha256-mod-20
єлдафа	2	sha256-mod-20
єлеазаровъ	6	sha256-mod-20
єлеазарѡвымъ	2	sha256-mod-20
єлеамій	2	sha256-mod-20
єленємъ	2	sha256-mod-20
єлеѡнъ	6	sha256-mod-20
єлканѡвы	2	sha256-mod-20
єллады	2	sha256-mod-20
єллинскїѧ	8	sha256-mod-20
єльзавель	2	sha256-mod-20
єлїавлѧ	4	sha256-mod-20
єлїадакъ	2	sha256-mod-20
єлїмелехѡва	2	sha256-mod-20
єлїсаветꙋ	2	sha256-mod-20
єлїссей	158	sha256-mod-20
ємани	4	sha256-mod-20
ємлѧйсѧ	4	sha256-mod-20
єнеа	2	sha256-mod-20
єнѡсѡвы	2	sha256-mod-20
єнѡхѡвы	2	sha256-mod-20
єпїстолїй	2	sha256-mod-20
єпїстолїю	4	sha256-mod-20
єрмѡна	6	sha256-mod-20
єрмѡнїимски	2	sha256-mod-20
єсевѡнъ	24	sha256-mod-20
єсмы	257	sha256-mod-20
єспера	2	sha256-mod-20
єстество	10	sha256-mod-20
єсхинъ	2	sha256-mod-20
єсѳіфѣ	1	sha256-mod-20
єфеса	2	sha256-mod-20
єфремово	10	sha256-mod-20
єфремъ	80	sha256-mod-20
єѳама	1	sha256-mod-20
єѳїоплѧне	4	sha256-mod-20
єѳїоплѧнѣхъ	2	sha256-mod-20
єѳїопскихъ	6	sha256-mod-20
єѳїопїи	18	sha256-mod-20
єѳїѡпскимъ	2	sha256-mod-20
ѕлодѣй	6	sha256-mod-20
ѕлодѣю	3	sha256-mod-20
ѕлосовѣтїи	2	sha256-mod-20
ѕлыхъ	131	sha256-mod-20
ѕлѡмъ	2	sha256-mod-20
іавісстїи	4	sha256-mod-20
іавісѣ	16	sha256-mod-20
іакѡва	169	sha256-mod-20
іакѡвль	80	sha256-mod-20
іасѣ	2	sha256-mod-20
іафїе	4	sha256-mod-20
іахꙋнъ	2	sha256-mod-20
івїна	4	sha256-mod-20
ідѡлопоклоненїе	2	sha256-mod-20
ідꙋма	2	sha256-mod-20
іедїилєвы	4	sha256-mod-20
іедїина	2	sha256-mod-20
іезана	4	sha256-mod-20
іезекіи	2	sha256-mod-20
іезраилітинъ	2	sha256-mod-20
іеилю	2	sha256-mod-20
іекнаамъ	2	sha256-mod-20
іекнама	2	sha256-mod-20
іемвлаань	2	sha256-mod-20
іемолохъ	2	sha256-mod-20
іемїніевъ	2	sha256-mod-20
іерамеилѧ	4	sha256-mod-20
іереа	26	sha256-mod-20
іеремеилъ	2	sha256-mod-20
іереє	30	sha256-mod-20
іереѡмъ	8	sha256-mod-20
іерфаилъ	2	sha256-mod-20
іерїмꙋѳскꙋ	2	sha256-mod-20
іерⷭ҇лимлихъ	6	sha256-mod-20
іерⷭ҇лимскїѧ	30	sha256-mod-20
іесіевъ	2	sha256-mod-20
іефонніина	4	sha256-mod-20
іеїили	2	sha256-mod-20
іисꙋю	2	sha256-mod-20
іи҃лтестїи	24	sha256-mod-20
іи҃льскꙋ	1	sha256-mod-20
іи҃лєвымъ	318	sha256-mod-20
іи҃сомъ	35	sha256-mod-20
іи҃сѡвы	2	sha256-mod-20
індіи	8	sha256-mod-20
інъ	9	sha256-mod-20
ісаака	79	sha256-mod-20
італіи	4	sha256-mod-20
іѡакімъ	58	sha256-mod-20
іѡананъ	36	sha256-mod-20
іѡасъ	74	sha256-mod-20
іѡниною	6	sha256-mod-20
іѡсафатовъ	4	sha256-mod-20
іѡсифова	14	sha256-mod-20
іѡсифѡвы	30	sha256-mod-20
іѡсіины	2	sha256-mod-20
іѳнаѯіфъ	2	sha256-mod-20
іѻрданскаѧ	4	sha256-mod-20
іѻрданскъ	2	sha256-mod-20
іꙋстъ	4	sha256-mod-20
їѻрданъ	2	sha256-mod-20
ѡб̾ѧты	4	sha256-mod-20
ѡбаѧтелѧ	2	sha256-mod-20
ѡбвалѧтъ	2	sha256-mod-20
ѡбвїютъ	2	sha256-mod-20
ѡбдержащїѧ	2	sha256-mod-20
ѡбере	1	sha256-mod-20
ѡбетшанїе	2	sha256-mod-20
ѡбидливъ	2	sha256-mod-20
ѡбидливы	2	sha256-mod-20
ѡбидѣвшагѡ	2	sha256-mod-20
ѡбидѣсте	2	sha256-mod-20
ѡбинꙋстесѧ	2	sha256-mod-20
ѡбираѧ	2	sha256-mod-20
ѡблегчатъ	2	sha256-mod-20
ѡблежени	2	sha256-mod-20
ѡблечєнныѧ	2	sha256-mod-20
ѡбличаемь	7	sha256-mod-20
ѡбличаеши	6	sha256-mod-20
ѡбличающь	2	sha256-mod-20
ѡбличенїемъ	4	sha256-mod-20
ѡблобызаше	2	sha256-mod-20
ѡбнажити	2	sha256-mod-20
ѡбогатитсѧ	4	sha256-mod-20
ѡбодрѧтсѧ	2	sha256-mod-20
ѡболчена	10	sha256-mod-20
ѡбразѡмъ	3	sha256-mod-20
ѡбратившисѧ	2	sha256-mod-20
ѡбращахꙋсѧ	18	sha256-mod-20
ѡбращающихъ	2	sha256-mod-20
ѡбращенїй	2	sha256-mod-20
ѡбременени	2	sha256-mod-20
ѡбритыми	2	sha256-mod-20
ѡброщенїе	4	sha256-mod-20
ѡбріете	2	sha256-mod-20
ѡбріетъ	6	sha256-mod-20
ѡбрѣжи	2	sha256-mod-20
ѡбрѣжꙋтъ	4	sha256-mod-20
ѡбрѣтаетсѧ	24	sha256-mod-20
ѡбрѣтающемꙋ	4	sha256-mod-20
ѡбрѣте	205	sha256-mod-20
ѡбрѣтенное	4	sha256-mod-20
ѡбрѣтшеесѧ	14	sha256-mod-20
ѡбрѧщемъ	24	sha256-mod-20
ѡбрѧщеши	70	sha256-mod-20
ѡбрꙋгалъ	2	sha256-mod-20
ѡбрꙋченнѣй	4	sha256-mod-20
ѡбстоѧше	4	sha256-mod-20
ѡбсѣденїе	2	sha256-mod-20
ѡбыче	6	sha256-mod-20
ѡбѣдъ	18	sha256-mod-20
ѡбѣсихомъ	2	sha256-mod-20
ѡвѣшахъ	1	sha256-mod-20
ѡгладиша	2	sha256-mod-20
ѡгорчеваѧй	6	sha256-mod-20
ѡгради	10	sha256-mod-20
ѡгребайтесѧ	1	sha256-mod-20
ѡдержахꙋ	2	sha256-mod-20
ѡженишисѧ	2	sha256-mod-20
ѡжесточи	18	sha256-mod-20
ѡжесточите	11	sha256-mod-20
ѡжесточихъ	2	sha256-mod-20
ѡжестѣетъ	2	sha256-mod-20
ѡжидай	4	sha256-mod-20
ѡжиданїе	4	sha256-mod-20
ѡжидаю	2	sha256-mod-20
ѡжидаѧ	2	sha256-mod-20
ѡзрѣвшесѧ	2	sha256-mod-20
ѡклевета	2	sha256-mod-20
ѡклеветаемь	4	sha256-mod-20
ѡклеветаютъ	2	sha256-mod-20
ѡкончанїю	2	sha256-mod-20
ѡкопъ	2	sha256-mod-20
ѡметъ	3	sha256-mod-20
ѡметѣ	5	sha256-mod-20
ѡмочилъ	2	sha256-mod-20
ѡмывалницъ	1	sha256-mod-20
ѡмыти	2	sha256-mod-20
ѡнамъ	2	sha256-mod-20
ѡписавшїи	2	sha256-mod-20
ѡполченїю	20	sha256-mod-20
ѡполчити	2	sha256-mod-20
ѡполчишисѧ	4	sha256-mod-20
ѡпочиванїѧ	2	sha256-mod-20
ѡпоѧсанъ	4	sha256-mod-20
ѡпоѧшеши	2	sha256-mod-20
ѡправданъ	4	sha256-mod-20
ѡправдасѧ	12	sha256-mod-20
ѡправдающꙋ	2	sha256-mod-20
ѡправдитисѧ	10	sha256-mod-20
ѡпрѣсночными	2	sha256-mod-20
ѡпрꙋсѧ	2	sha256-mod-20
ѡпꙋстошєны	2	sha256-mod-20
ѡрѧхꙋ	2	sha256-mod-20
ѡсвѧщаємаѧ	2	sha256-mod-20
ѡсвѧщенный	2	sha256-mod-20
ѡсвѧщенїе	19	sha256-mod-20
ѡсквернавилъ	2	sha256-mod-20
ѡскверненныхъ	2	sha256-mod-20
ѡсквернили	2	sha256-mod-20
ѡскверните	16	sha256-mod-20
ѡсквернихъ	2	sha256-mod-20
ѡсквернѧстѣ	4	sha256-mod-20
ѡсквернѧтъ	26	sha256-mod-20
ѡскорбите	2	sha256-mod-20
ѡскорбѣсте	2	sha256-mod-20
ѡскꙋдѣнїемъ	4	sha256-mod-20
ѡслаблѧеми	2	sha256-mod-20
ѡслабѣвъ	6	sha256-mod-20
ѡставлени	34	sha256-mod-20
ѡставлено	2	sha256-mod-20
ѡставленыхъ	2	sha256-mod-20
ѡставльшымъ	2	sha256-mod-20
ѡставлєннымъ	2	sha256-mod-20
ѡставлѧеши	2	sha256-mod-20
ѡставлѧюттисѧ	4	sha256-mod-20
ѡставшагѡсѧ	2	sha256-mod-20
ѡставшеесѧ	8	sha256-mod-20
ѡстанешисѧ	6	sha256-mod-20
ѡстастѣсѧ	2	sha256-mod-20
ѡстахомсѧ	4	sha256-mod-20
ѡстахъ	18	sha256-mod-20
ѡстрастшихъ	2	sha256-mod-20
ѡстригъ	2	sha256-mod-20
ѡстрижетсѧ	2	sha256-mod-20
ѡсѣнѧѧ	2	sha256-mod-20
ѡсѧзанїемъ	2	sha256-mod-20
ѡсꙋждаетсѧ	2	sha256-mod-20
ѡтершаѧ	2	sha256-mod-20
ѡтрѧсоша	2	sha256-mod-20
ѡтѧготишасѧ	2	sha256-mod-20
ѡтѧгчатсѧ	2	sha256-mod-20
ѡцѣненїю	2	sha256-mod-20
ѡчернитсѧ	2	sha256-mod-20
ѡчистилсѧ	4	sha256-mod-20
ѡчистихомъ	4	sha256-mod-20
ѡчищенїѧ	52	sha256-mod-20
ѡѕлоби	22	sha256-mod-20
ѡѕлобишасѧ	2	sha256-mod-20
ѡѕлоблю	4	sha256-mod-20
ѡѯова	2	sha256-mod-20
ѣдꙋща	2	sha256-mod-20
ѣздиши	2	sha256-mod-20
ѳамѡръ	2	sha256-mod-20
ѳарра	8	sha256-mod-20
ѳарромъ	2	sha256-mod-20
ѳекꙋе	4	sha256-mod-20
ѳекꙋевъ	2	sha256-mod-20
ѳерсы	2	sha256-mod-20
ѳѡлина	2	sha256-mod-20
ѳѵрси	2	sha256-mod-20
ѳѷмїамный	6	sha256-mod-20
ѹбивахꙋсѧ	1	sha256-mod-20
ѹбивающе	4	sha256-mod-20
ѹбивающи	1	sha256-mod-20
ѹбившаго	7	sha256-mod-20
ѹбившимъ	1	sha256-mod-20
ѹбили	1	sha256-mod-20
ѹбожества	2	sha256-mod-20
ѹбоѧстасѧ	1	sha256-mod-20
ѹбоѧтсѧ	38	sha256-mod-20
ѹбійцы	5	sha256-mod-20
ѹбѣжанїѧ	2	sha256-mod-20
ѹбѣже	10	sha256-mod-20
ѹбѣжныхъ	1	sha256-mod-20
ѹбѣлити	1	sha256-mod-20
ѹвидѣ	13	sha256-mod-20
ѹвѣдѣвше	3	sha256-mod-20
ѹвѣщаста	1	sha256-mod-20
ѹвѧдаема	1	sha256-mod-20
ѹгасиша	1	sha256-mod-20
ѹгасшей	2	sha256-mod-20
ѹглїехъ	2	sha256-mod-20
ѹгнѣздѧхꙋсѧ	1	sha256-mod-20
ѹгоднаѧ	1	sha256-mod-20
ѹготова	42	sha256-mod-20
ѹготовали	1	sha256-mod-20
ѹготованный	1	sha256-mod-20
ѹготовати	6	sha256-mod-20
ѹготоваша	20	sha256-mod-20
ѹготовита	1	sha256-mod-20
ѹгрызетъ	2	sha256-mod-20
ѹдалилъ	3	sha256-mod-20
ѹдалитсѧ	4	sha256-mod-20
ѹдалѧющїи	1	sha256-mod-20
ѹдарилъ	1	sha256-mod-20
ѹдержавающїи	1	sha256-mod-20
ѹдержалъ	1	sha256-mod-20
ѹдержасѧ	4	sha256-mod-20
ѹдержатъ	1	sha256-mod-20
ѹдивимь	1	sha256-mod-20
ѹдовлитесѧ	1	sha256-mod-20
ѹдолїи	2	sha256-mod-20
ѹды	22	sha256-mod-20
ѹжема	1	sha256-mod-20
ѹжемъ	7	sha256-mod-20
ѹжы	9	sha256-mod-20
ѹздѣ	3	sha256-mod-20
ѹзинахъ	3	sha256-mod-20
ѹкарѧюще	1	sha256-mod-20
ѹклоненїѧ	1	sha256-mod-20
ѹкоснитъ	1	sha256-mod-20
ѹкосню	1	sha256-mod-20
ѹкрадꙋ	1	sha256-mod-20
ѹкрашєнныѧ	1	sha256-mod-20
ѹкроти	2	sha256-mod-20
ѹкрочаеши	1	sha256-mod-20
ѹкрощаетсѧ	1	sha256-mod-20
ѹкрываетсѧ	1	sha256-mod-20
ѹкрылъ	1	sha256-mod-20
ѹкрѣпитисѧ	3	sha256-mod-20
ѹкрѣпишисѧ	1	sha256-mod-20
ѹкрѣплѧхꙋ	1	sha256-mod-20
ѹкрѣплѧютъ	1	sha256-mod-20
ѹкрѣплѧющїисѧ	1	sha256-mod-20
ѹловиши	2	sha256-mod-20
ѹловленаѧ	1	sha256-mod-20
ѹловлѧй	1	sha256-mod-20
ѹмаленныхъ	1	sha256-mod-20
ѹмалѧющасѧ	1	sha256-mod-20
ѹмедлѧтъ	1	sha256-mod-20
ѹмертвимъ	3	sha256-mod-20
ѹмершихъ	12	sha256-mod-20
ѹмерщвленъ	1	sha256-mod-20
ѹмерщвлѧеми	2	sha256-mod-20
ѹмерщвлѧю	1	sha256-mod-20
ѹметы	2	sha256-mod-20
ѹмиленными	1	sha256-mod-20
ѹмирисѧ	2	sha256-mod-20
ѹмлⷭ҇тивисѧ	2	sha256-mod-20
ѹмлⷭ҇тивлѧешисѧ	1	sha256-mod-20
ѹмножайсѧ	1	sha256-mod-20
ѹмножити	5	sha256-mod-20
ѹмолитъ	1	sha256-mod-20
ѹмрети	51	sha256-mod-20
ѹмывалницами	1	sha256-mod-20
ѹмывъ	1	sha256-mod-20
ѹмѣѧ	1	sha256-mod-20
ѹмꙋчилъ	1	sha256-mod-20
ѹничижєнїѧ	1	sha256-mod-20
ѹнываютъ	1	sha256-mod-20
ѹныютъ	1	sha256-mod-20
ѹоишисѧ	1	sha256-mod-20
ѹпивающїисѧ	1	sha256-mod-20
ѹпитаннаѧ	1	sha256-mod-20
ѹповавшїи	2	sha256-mod-20
ѹподобилъ	4	sha256-mod-20
ѹподоблєнїѧ	1	sha256-mod-20
ѹпокоилъ	1	sha256-mod-20
ѹпотреби	4	sha256-mod-20
ѹпотребленїю	1	sha256-mod-20
ѹправлѧеши	1	sha256-mod-20
ѹправлѧти	2	sha256-mod-20
ѹразꙋмѣй	3	sha256-mod-20
ѹрокомъ	1	sha256-mod-20
ѹрѣзаша	2	sha256-mod-20
ѹседмерѧѧ	1	sha256-mod-20
ѹслаждающесѧ	1	sha256-mod-20
ѹслажденїе	2	sha256-mod-20
ѹсмотрихъ	1	sha256-mod-20
ѹсмотрѣша	1	sha256-mod-20
ѹснꙋвшаго	1	sha256-mod-20
ѹснꙋтъ	4	sha256-mod-20
ѹспнꙋтъ	2	sha256-mod-20
ѹставихомъ	2	sha256-mod-20
ѹстреми	1	sha256-mod-20
ѹстремленїи	3	sha256-mod-20
ѹстроеваетсѧ	1	sha256-mod-20
ѹстройте	3	sha256-mod-20
ѹстроѧхꙋсѧ	1	sha256-mod-20
ѹстроѧющи	1	sha256-mod-20
ѹстыдишасѧ	1	sha256-mod-20
ѹстїе	8	sha256-mod-20
ѹсше	3	sha256-mod-20
ѹсꙋгꙋбиши	1	sha256-mod-20
ѹтаено	1	sha256-mod-20
ѹтечетъ	1	sha256-mod-20
ѹтоли	2	sha256-mod-20
ѹтренева	1	sha256-mod-20
ѹтреннѧгѡ	5	sha256-mod-20
ѹтрїихъ	2	sha256-mod-20
ѹтрꙋдишисѧ	2	sha256-mod-20
ѹтыша	1	sha256-mod-20
ѹтѣсниша	1	sha256-mod-20
ѹтѣшисѧ	6	sha256-mod-20
ѹхорѣзанъ	1	sha256-mod-20
ѹцѣлѣваѧй	1	sha256-mod-20
ѹчай	3	sha256-mod-20
ѹчастїю	1	sha256-mod-20
ѹчащай	2	sha256-mod-20
ѹчинени	1	sha256-mod-20
ѹчителѧ	3	sha256-mod-20
ѹчѧй	1	sha256-mod-20
ѹчꙋ	4	sha256-mod-20
ѹѧзвлѧютъ	1	sha256-mod-20
ѻбилны	1	sha256-mod-20
ѻбщею	2	sha256-mod-20
ѻбщника	1	sha256-mod-20
ѻбщникомъ	2	sha256-mod-20
ѻваієвы	2	sha256-mod-20
ѻви	26	sha256-mod-20
ѻвощь	4	sha256-mod-20
ѻвчїѧ	2	sha256-mod-20
ѻгнедыхательнѣй	1	sha256-mod-20
ѻгненны	2	sha256-mod-20
ѻгни	84	sha256-mod-20
ѻдолламскїй	2	sha256-mod-20
ѻдрѣ	58	sha256-mod-20
ѻзїилѡвы	2	sha256-mod-20
ѻмеѡвъ	2	sha256-mod-20
ѻнаѧ	16	sha256-mod-20
ѻрле	4	sha256-mod-20
ѻрлꙋ	10	sha256-mod-20
ѻслее	2	sha256-mod-20
ѻслы	34	sha256-mod-20
ѻстрогомъ	4	sha256-mod-20
ѻтечествїй	2	sha256-mod-20
ѻтроковица	30	sha256-mod-20
ѻтроковицами	8	sha256-mod-20
ѻтрочищємъ	2	sha256-mod-20
ѻфовіа	2	sha256-mod-20
ѻц҃емъ	27	sha256-mod-20
ѿбѣжитъ	10	sha256-mod-20
ѿведетъ	8	sha256-mod-20
ѿвезшесѧ	8	sha256-mod-20
ѿвергійсѧ	2	sha256-mod-20
ѿверзающагѡ	4	sha256-mod-20
ѿверзшꙋ	2	sha256-mod-20
ѿвести	9	sha256-mod-20
ѿвратили	2	sha256-mod-20
ѿвратистесѧ	7	sha256-mod-20
ѿвратисѧ	40	sha256-mod-20
ѿвращаешисѧ	4	sha256-mod-20
ѿвращшагѡ	2	sha256-mod-20
ѿвсти	1	sha256-mod-20
ѿвѣта	10	sha256-mod-20
ѿвѣты	2	sha256-mod-20
ѿвѣшахъ	3	sha256-mod-20
ѿвѣщаваеши	8	sha256-mod-20
ѿдалъ	12	sha256-mod-20
ѿданъ	2	sha256-mod-20
ѿдаю	2	sha256-mod-20
ѿидохъ	10	sha256-mod-20
ѿкрывшїйсѧ	2	sha256-mod-20
ѿлетѣ	6	sha256-mod-20
ѿлꙋчаетсѧ	2	sha256-mod-20
ѿлꙋчихъ	6	sha256-mod-20
ѿмстите	4	sha256-mod-20
ѿмщенїю	4	sha256-mod-20
ѿонꙋдꙋ	1	sha256-mod-20
ѿпꙋщенїе	30	sha256-mod-20
ѿрецысѧ	4	sha256-mod-20
ѿречетесѧ	2	sha256-mod-20
ѿрѣшаютсѧ	2	sha256-mod-20
ѿслаша	2	sha256-mod-20
ѿставшемꙋ	2	sha256-mod-20
ѿстꙋпай	10	sha256-mod-20
ѿстꙋпилъ	2	sha256-mod-20
ѿстꙋпимъ	2	sha256-mod-20
ѿстꙋпихомъ	6	sha256-mod-20
ѿстꙋплєнїѧ	6	sha256-mod-20
ѿстꙋпникѡвъ	4	sha256-mod-20
ѿсѣкаше	2	sha256-mod-20
ѿсѣщи	4	sha256-mod-20
ѿшедшымъ	4	sha256-mod-20
ѿшла	2	sha256-mod-20
ѿѧтъ	30	sha256-mod-20
ᲂуа	1	sha256-mod-20
ᲂубиста	3	sha256-mod-20
ᲂубогомꙋ	6	sha256-mod-20
ᲂубогꙋ	6	sha256-mod-20
ᲂубозїи	7	sha256-mod-20
ᲂубїютъ	27	sha256-mod-20
ᲂубꙋдисѧ	2	sha256-mod-20
ᲂубꙋждшесѧ	1	sha256-mod-20
ᲂувидите	7	sha256-mod-20
ᲂувѣдаетъ	1	sha256-mod-20
ᲂувѣдали	1	sha256-mod-20
ᲂувѣнчаимъ	1	sha256-mod-20
ᲂувѣрꙋютъ	8	sha256-mod-20
ᲂувѣщаста	1	sha256-mod-20
ᲂуглїѧ	7	sha256-mod-20
ᲂугнетена	1	sha256-mod-20
ᲂугобзисѧ	1	sha256-mod-20
ᲂугоднѡ	1	sha256-mod-20
ᲂугождаю	1	sha256-mod-20
ᲂугождаѧ	1	sha256-mod-20
ᲂугожденїю	1	sha256-mod-20
ᲂуготовастѣ	1	sha256-mod-20
ᲂуготоваютъ	2	sha256-mod-20
ᲂудавленины	3	sha256-mod-20
ᲂудержавати	1	sha256-mod-20
ᲂудержаваѧй	1	sha256-mod-20
ᲂудержанъ	1	sha256-mod-20
ᲂудивитъ	1	sha256-mod-20
ᲂудобно	10	sha256-mod-20
ᲂудъ	7	sha256-mod-20
ᲂудѡлїѧ	4	sha256-mod-20
ᲂужалѣхсѧ	1	sha256-mod-20
ᲂужасаѧсѧ	1	sha256-mod-20
ᲂужики	3	sha256-mod-20
ᲂузкаѧ	1	sha256-mod-20
ᲂузъ	9	sha256-mod-20
ᲂукланѧетсѧ	2	sha256-mod-20
ᲂукланѧюще	1	sha256-mod-20
ᲂуклони	7	sha256-mod-20
ᲂуклониласѧ	1	sha256-mod-20
ᲂуклонитесѧ	9	sha256-mod-20
ᲂуклонитисѧ	7	sha256-mod-20
ᲂукоренѧтсѧ	1	sha256-mod-20
ᲂукорѧлъ	1	sha256-mod-20
ᲂукосню	1	sha256-mod-20
ᲂукрадетсѧ	1	sha256-mod-20
ᲂукрадоша	4	sha256-mod-20
ᲂукрашени	1	sha256-mod-20
ᲂукрашенъ	5	sha256-mod-20
ᲂукрашенїю	1	sha256-mod-20
ᲂукрашєннаѧ	1	sha256-mod-20
ᲂукрощашесѧ	1	sha256-mod-20
ᲂукрываетсѧ	1	sha256-mod-20
ᲂукрѣпивъ	2	sha256-mod-20
ᲂукрѣписѧ	44	sha256-mod-20
ᲂулꙋчиши	1	sha256-mod-20
ᲂумалѧютсѧ	1	sha256-mod-20
ᲂумалѧющꙋсѧ	1	sha256-mod-20
ᲂумащенїемъ	1	sha256-mod-20
ᲂумершемꙋ	2	sha256-mod-20
ᲂумираѧй	3	sha256-mod-20
ᲂумлⷭ҇рдисѧ	1	sha256-mod-20
ᲂумножена	1	sha256-mod-20
ᲂумножꙋ	23	sha256-mod-20
ᲂумоленїю	1	sha256-mod-20
ᲂумолчанїи	1	sha256-mod-20
ᲂумрети	53	sha256-mod-20
ᲂумретъ	186	sha256-mod-20
ᲂумрохъ	5	sha256-mod-20
ᲂумысѧ	2	sha256-mod-20
ᲂумꙋдритесѧ	2	sha256-mod-20
ᲂунаслѣди	1	sha256-mod-20
ᲂуничиженїе	6	sha256-mod-20
ᲂуничиженїемъ	2	sha256-mod-20
ᲂуничижисте	2	sha256-mod-20
ᲂуныла	2	sha256-mod-20
ᲂупиватисѧ	1	sha256-mod-20
ᲂупова	14	sha256-mod-20
ᲂуповасте	2	sha256-mod-20
ᲂуповаютъ	7	sha256-mod-20
ᲂупорникъ	1	sha256-mod-20
ᲂупотреблѧютъ	6	sha256-mod-20
ᲂуправитель	2	sha256-mod-20
ᲂуправишасѧ	1	sha256-mod-20
ᲂуправлѧѧй	1	sha256-mod-20
ᲂупразднитъ	6	sha256-mod-20
ᲂура	2	sha256-mod-20
ᲂуразꙋмитсѧ	1	sha256-mod-20
ᲂуслышавши	1	sha256-mod-20
ᲂуслышахомъ	1	sha256-mod-20
ᲂуснꙋ	3	sha256-mod-20
ᲂуспи	4	sha256-mod-20
ᲂуспѣютъ	3	sha256-mod-20
ᲂуставимъ	1	sha256-mod-20
ᲂуставите	2	sha256-mod-20
ᲂуставлено	2	sha256-mod-20
ᲂустрашающе	1	sha256-mod-20
ᲂустрашитесѧ	2	sha256-mod-20
ᲂустремившꙋсѧ	1	sha256-mod-20
ᲂусты	50	sha256-mod-20
ᲂусъ	1	sha256-mod-20
ᲂусꙋгꙋбиши	1	sha256-mod-20
ᲂусꙋмнитсѧ	2	sha256-mod-20
ᲂусꙋмнѣлсѧ	1	sha256-mod-20
ᲂусꙋмнѣшасѧ	1	sha256-mod-20
ᲂутвердитесѧ	2	sha256-mod-20
ᲂутверждающа	1	sha256-mod-20
ᲂутвержденный	1	sha256-mod-20
ᲂутреннїй	6	sha256-mod-20
ᲂутренюѧ	2	sha256-mod-20
ᲂутроиша	1	sha256-mod-20
ᲂутѣшенїемъ	6	sha256-mod-20
ᲂутѣшꙋ	5	sha256-mod-20
ᲂуцѣлѣвшемꙋ	1	sha256-mod-20
ᲂучатсѧ	4	sha256-mod-20
ᲂучащаго	1	sha256-mod-20
ᲂучащꙋ	2	sha256-mod-20
ᲂучити	15	sha256-mod-20
ᲂуѧзвлѧеми	2	sha256-mod-20
ᲂуѧзвлѧетесѧ	1	sha256-mod-20
ᲂуѳій	2	sha256-mod-20
ꙗвившемꙋсѧ	4	sha256-mod-20
ꙗвистѣсѧ	2	sha256-mod-20
ꙗвихсѧ	6	sha256-mod-20
ꙗвлена	10	sha256-mod-20
ꙗвленна	4	sha256-mod-20
ꙗвленїѧ	12	sha256-mod-20
ꙗвльшейсѧ	2	sha256-mod-20
ꙗвлѧетсѧ	18	sha256-mod-20
ꙗвлѧхꙋсѧ	10	sha256-mod-20
ꙗвлѧющисѧ	2	sha256-mod-20
ꙗвно	2	sha256-mod-20
ꙗдѡмаѧ	4	sha256-mod-20
ꙗдꙋща	4	sha256-mod-20
ꙗдꙋщыѧ	2	sha256-mod-20
ꙗдꙋщїи	21	sha256-mod-20
ꙗзвами	9	sha256-mod-20
ꙗзыческагѡ	2	sha256-mod-20
ꙗзычески	2	sha256-mod-20
ꙗзыческихъ	32	sha256-mod-20
ꙗхъ	4	sha256-mod-20
